DateTime,Day,Weekday,Hour,Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
2018-07-03 07:00:00,3,3,7,598,"2,2",65,"1,9",2000,"-3,7",0,0,0
2018-07-03 08:00:00,3,3,8,1032,"2,6",63,"1,6",1857,"-3,7","0,14",0,0
2018-07-03 09:00:00,3,3,9,566,"3,8",58,2,1785,"-3,7","0,49",0,0
2018-07-03 10:00:00,3,3,10,410,"5,2",52,"1,5",1808,"-3,8","0,74",0,0
2018-07-03 11:00:00,3,3,11,441,8,43,"1,7",1909,"-3,8","1,74",0,0
2018-07-03 12:00:00,3,3,12,550,"9,6",39,"1,8",1982,"-3,7","2,09",0,0
2018-07-03 13:00:00,3,3,13,509,"9,9",39,"1,9",1911,"-3,4","1,61",0,0
2018-07-03 14:00:00,3,3,14,505,"9,8",38,"0,9",1908,"-3,8","0,93",0,0
2018-07-03 15:00:00,3,3,15,620,"10,2",34,"2,3",1919,"-4,9","1,19",0,0
2018-07-03 16:00:00,3,3,16,646,"10,4",36,"3,2",1963,-4,"1,02",0,0
2018-07-03 17:00:00,3,3,17,849,"10,4",37,1,2000,"-3,6","0,67",0,0
2018-07-03 18:00:00,3,3,18,1365,"9,6",42,2,2000,"-2,7","0,14",0,0
2018-07-03 19:00:00,3,3,19,799,"8,9",44,"2,3",2000,"-2,7",0,0,0
2018-07-03 20:00:00,3,3,20,587,"8,5",46,1,1977,"-2,4",0,0,0
2018-07-03 21:00:00,3,3,21,411,"7,9",56,"1,4",1975,"-0,3",0,0,0
2018-07-03 22:00:00,3,3,22,147,"7,2",60,"1,4",1928,0,0,0,0
2018-07-03 23:00:00,3,3,23,48,6,79,2,918,"2,6",0,0,0
2018-07-04 00:00:00,4,4,0,282,3,67,"3,3",945,"-2,5",0,0,0
2018-07-04 01:00:00,4,4,1,225,"2,6",67,"2,7",1053,"-2,9",0,0,0
2018-07-04 02:00:00,4,4,2,123,"1,8",81,"2,9",325,"-1,1",0,0,0
2018-07-04 03:00:00,4,4,3,122,"1,5",82,"3,5",372,"-1,2",0,"0,1",0
2018-07-04 04:00:00,4,4,4,80,"1,6",70,"3,6",1392,"-3,2",0,"0,1",0
2018-07-04 05:00:00,4,4,5,57,"1,6",62,"4,9",1372,"-4,9",0,0,0
2018-07-04 06:00:00,4,4,6,108,"1,7",58,"3,8",1189,"-5,6",0,0,0
2018-07-04 07:00:00,4,4,7,206,"1,9",51,"4,9",1297,"-7,1","0,07",0,0
2018-07-04 08:00:00,4,4,8,399,"2,4",44,"4,3",1375,"-8,6","0,41",0,0
2018-07-04 09:00:00,4,4,9,426,"3,4",37,"3,6",1668,"-9,9","1,07",0,0
2018-07-04 10:00:00,4,4,10,453,"4,3",31,"4,9",1661,"-11,3","1,77",0,0
2018-07-04 11:00:00,4,4,11,553,"4,7",26,"4,8",1927,"-13,2","1,55",0,0
2018-07-04 12:00:00,4,4,12,697,6,23,"4,2",1990,"-13,6",2,0,0
2018-07-04 13:00:00,4,4,13,852,"7,4",22,"4,5",1964,"-12,9","2,98",0,0
2018-07-04 14:00:00,4,4,14,919,"8,1",24,"4,7",1914,"-11,3","2,99",0,0
2018-07-04 15:00:00,4,4,15,925,"7,6",36,5,1928,"-6,5","1,39",0,0
2018-07-04 16:00:00,4,4,16,897,"7,9",34,"4,7",1979,-7,"1,09",0,0
2018-07-04 17:00:00,4,4,17,908,"7,6",36,"5,3",2000,"-6,5","1,8",0,0
2018-07-04 18:00:00,4,4,18,714,"6,4",43,"3,7",2000,"-5,2","0,92",0,0
2018-07-04 19:00:00,4,4,19,518,"4,9",47,"3,5",2000,"-5,4","0,2",0,0
2018-07-04 20:00:00,4,4,20,458,"4,2",44,"4,1",2000,"-6,9",0,0,0
2018-07-04 21:00:00,4,4,21,443,"3,8",39,"3,2",2000,"-8,9",0,0,0
2018-07-04 22:00:00,4,4,22,426,"3,5",41,"2,8",2000,"-8,5",0,0,0
2018-07-04 23:00:00,4,4,23,368,"3,1",39,"3,1",2000,"-9,5",0,0,0
2018-07-05 00:00:00,5,5,0,778,"15,5",85,"0,9",2000,"12,9",0,0,0
2018-07-05 01:00:00,5,5,1,609,"15,1",84,"0,3",1858,"12,4",0,0,0
2018-07-05 02:00:00,5,5,2,404,"14,8",85,"0,4",1831,"12,2",0,0,0
2018-07-05 03:00:00,5,5,3,249,"14,7",82,"0,8",1822,"11,6",0,0,0
2018-07-05 04:00:00,5,5,4,185,"14,4",85,"0,8",1437,"11,9",0,0,0
2018-07-05 05:00:00,5,5,5,170,"14,2",85,"0,5",1412,"11,7",0,0,0
2018-07-05 06:00:00,5,5,6,221,14,87,"0,8",1334,"11,8","0,01",0,0
2018-07-05 07:00:00,5,5,7,389,"14,2",81,"0,3",1991,"10,9","0,13",0,0
2018-07-05 08:00:00,5,5,8,600,"14,8",80,"0,3",1921,"11,3","0,31",0,0
2018-07-05 09:00:00,5,5,9,737,"15,9",72,"0,5",1835,"10,8","0,67",0,0
2018-07-05 10:00:00,5,5,10,895,"17,5",63,"0,6",1916,"10,3","0,96",0,0
2018-07-05 11:00:00,5,5,11,1167,"20,2",45,"1,1",1894,"7,8","2,33",0,0
2018-07-05 12:00:00,5,5,12,1414,"22,9",35,"0,8",1948,"6,6","3,05",0,0
2018-07-05 13:00:00,5,5,13,1665,"23,7",44,"1,7",1897,"10,7","2,35",0,0
2018-07-05 14:00:00,5,5,14,1970,"24,1",42,"1,2",1770,"10,3","1,93",0,0
2018-07-05 15:00:00,5,5,15,2191,"24,6",38,"2,1",1478,"9,3","1,85",0,0
2018-07-05 16:00:00,5,5,16,2213,"24,5",38,"2,2",1903,"9,2","1,1",0,0
2018-07-05 17:00:00,5,5,17,2392,"25,5",31,"2,3",1974,"7,1","1,5",0,0
2018-07-05 18:00:00,5,5,18,2268,"25,1",32,"2,4",1899,"7,2","1,1",0,0
2018-07-05 19:00:00,5,5,19,1664,"23,5",48,"1,5",1929,"11,8","0,4",0,0
2018-07-05 20:00:00,5,5,20,1912,"20,9",61,"2,7",1523,13,"0,01",0,0
2018-07-05 21:00:00,5,5,21,1717,"19,6",64,"1,5",1297,"12,5",0,0,0
2018-07-05 22:00:00,5,5,22,1336,"18,6",69,"1,7",1047,"12,7",0,0,0
2018-07-05 23:00:00,5,5,23,994,"17,5",69,"1,5",978,"11,7",0,0,0
2018-07-06 00:00:00,6,6,0,978,"19,6",82,"1,7",628,"16,4",0,0,0
2018-07-06 01:00:00,6,6,1,606,"19,1",86,"1,8",522,"16,6",0,0,0
2018-07-06 02:00:00,6,6,2,418,"18,8",88,"0,3",500,"16,7",0,0,0
2018-07-06 03:00:00,6,6,3,275,"18,4",88,"1,6",465,"16,3",0,0,0
2018-07-06 04:00:00,6,6,4,191,"18,1",88,"1,8",458,16,0,0,0
2018-07-06 05:00:00,6,6,5,288,"17,8",91,"2,2",393,"16,3",0,0,0
2018-07-06 06:00:00,6,6,6,716,"18,1",88,"1,1",272,16,"0,03",0,0
2018-07-06 07:00:00,6,6,7,1551,"18,6",85,2,307,16,"0,16",0,0
2018-07-06 08:00:00,6,6,8,2317,"18,9",82,"2,3",326,"15,7","0,44",0,0
2018-07-06 09:00:00,6,6,9,1342,"20,5",73,"1,6",364,"15,4","1,23",0,0
2018-07-06 10:00:00,6,6,10,914,22,69,2,488,16,"2,04",0,0
2018-07-06 11:00:00,6,6,11,967,"23,4",62,"1,8",603,"15,6","2,87",0,0
2018-07-06 12:00:00,6,6,12,1099,25,56,3,715,"15,6","3,19",0,0
2018-07-06 13:00:00,6,6,13,1071,"26,7",47,"2,4",806,"14,4","3,26",0,0
2018-07-06 14:00:00,6,6,14,1116,"28,2",44,"1,7",644,"14,7","3,11",0,0
2018-07-06 15:00:00,6,6,15,1171,"29,3",41,2,609,"14,6","2,63",0,0
2018-07-06 16:00:00,6,6,16,1442,"29,3",41,2,905,"14,6","1,95",0,0
2018-07-06 17:00:00,6,6,17,2002,"28,2",51,"3,3",879,17,"1,73",0,0
2018-07-06 18:00:00,6,6,18,3221,"25,6",57,"2,7",1217,"16,4","0,96",0,0
2018-07-06 19:00:00,6,6,19,2649,24,60,"2,8",1379,"15,7","0,38",0,0
2018-07-06 20:00:00,6,6,20,2278,"22,8",67,"1,6",1219,"16,3","0,06",0,0
2018-07-06 21:00:00,6,6,21,2161,"21,5",69,"2,6",942,"15,5",0,0,0
2018-07-06 22:00:00,6,6,22,1939,"20,9",71,1,763,"15,4",0,0,0
2018-07-06 23:00:00,6,6,23,1290,"20,3",77,"1,3",770,"16,1",0,0,0
2018-07-07 00:00:00,7,7,0,1191,"21,5",56,"1,8",2000,"12,3",0,0,0
2018-07-07 01:00:00,7,7,1,1079,"21,1",57,2,2000,"12,2",0,0,0
2018-07-07 02:00:00,7,7,2,760,"20,7",58,"1,5",2000,"12,1",0,0,0
2018-07-07 03:00:00,7,7,3,545,"20,4",59,1,2000,"12,1",0,0,0
2018-07-07 04:00:00,7,7,4,331,20,63,"1,8",2000,"12,7",0,0,0
2018-07-07 05:00:00,7,7,5,273,"19,8",63,"1,4",2000,"12,5",0,0,0
2018-07-07 06:00:00,7,7,6,396,"19,5",61,"1,5",2000,"11,7","0,03",0,0
2018-07-07 07:00:00,7,7,7,567,"19,6",57,"1,6",2000,"10,8","0,42",0,0
2018-07-07 08:00:00,7,7,8,832,"21,2",52,"1,6",1998,"10,9","1,2",0,0
2018-07-07 09:00:00,7,7,9,1009,"22,6",51,"1,7",2000,"11,9","1,87",0,0
2018-07-07 10:00:00,7,7,10,1050,24,49,"1,7",2000,"12,6","2,48",0,0
2018-07-07 11:00:00,7,7,11,1129,25,48,"1,5",1986,"13,2","2,95",0,0
2018-07-07 12:00:00,7,7,12,1328,"26,4",47,"1,7",2000,"14,1","3,26",0,0
2018-07-07 13:00:00,7,7,13,1399,"27,5",43,2,2000,"13,7","3,41",0,0
2018-07-07 14:00:00,7,7,14,1430,"28,3",43,"1,6",1941,"14,5","3,33",0,0
2018-07-07 15:00:00,7,7,15,1579,"28,7",42,"1,3",2000,"14,5","2,98",0,0
2018-07-07 16:00:00,7,7,16,1764,"28,9",44,"1,6",1998,"15,4","2,2",0,0
2018-07-07 17:00:00,7,7,17,2020,"28,9",45,"1,4",2000,"15,7","1,89",0,0
2018-07-07 18:00:00,7,7,18,2238,"27,8",48,"1,2",2000,"15,7","0,91",0,0
2018-07-07 19:00:00,7,7,19,2352,"26,1",51,"1,4",2000,"15,1","0,32",0,0
2018-07-07 20:00:00,7,7,20,2232,"24,6",51,"1,7",2000,"13,7","0,07",0,0
2018-07-07 21:00:00,7,7,21,2235,"23,4",52,"1,4",2000,"12,9",0,0,0
2018-07-07 22:00:00,7,7,22,1921,"22,6",51,"1,7",2000,"11,9",0,0,0
2018-07-07 23:00:00,7,7,23,1416,"21,7",51,"1,7",2000,"11,1",0,0,0
2018-07-08 00:00:00,8,1,0,842,"28,8",72,"0,8",2000,"23,2",0,0,0
2018-07-08 01:00:00,8,1,1,619,"28,2",68,"0,9",2000,"21,7",0,0,0
2018-07-08 02:00:00,8,1,2,443,"27,9",68,"0,9",2000,"21,4",0,0,0
2018-07-08 03:00:00,8,1,3,278,"27,6",69,"0,9",2000,"21,3",0,0,0
2018-07-08 04:00:00,8,1,4,201,"27,3",68,"0,7",2000,"20,8",0,0,0
2018-07-08 05:00:00,8,1,5,273,"27,1",69,"0,9",2000,"20,9",0,0,0
2018-07-08 06:00:00,8,1,6,634,"26,8",70,"0,7",2000,"20,8",0,0,0
2018-07-08 07:00:00,8,1,7,1059,27,69,"0,8",2000,"20,8","0,23",0,0
2018-07-08 08:00:00,8,1,8,1695,"28,5",64,2,2000,21,"0,89",0,0
2018-07-08 09:00:00,8,1,9,961,"29,3",66,"1,1",2000,"22,2","1,07",0,0
2018-07-08 10:00:00,8,1,10,635,"30,1",65,"1,2",2000,"22,7","1,11",0,0
2018-07-08 11:00:00,8,1,11,657,"31,4",59,"0,8",2000,"22,4","1,3",0,0
2018-07-08 12:00:00,8,1,12,770,"31,9",57,"0,9",1981,"22,3","1,28",0,0
2018-07-08 13:00:00,8,1,13,662,33,55,1,1967,"22,7","1,49",0,0
2018-07-08 14:00:00,8,1,14,658,34,50,"1,2",1744,"22,1","1,68",0,0
2018-07-08 15:00:00,8,1,15,698,"34,3",49,1,1633,22,"1,62",0,0
2018-07-08 16:00:00,8,1,16,855,"35,4",45,"2,6",1529,"21,6","1,84",0,0
2018-07-08 17:00:00,8,1,17,1232,"35,6",44,"2,4",1860,"21,4","1,69",0,0
2018-07-08 18:00:00,8,1,18,2274,"34,6",50,"3,1",1821,"22,6",1,0,0
2018-07-08 19:00:00,8,1,19,1898,"32,9",56,"2,6",1944,"22,9","0,4",0,0
2018-07-08 20:00:00,8,1,20,1836,"31,1",64,"2,7",1770,"23,4","0,02",0,0
2018-07-08 21:00:00,8,1,21,1826,"30,3",69,"2,2",1834,"23,9",0,0,0
2018-07-08 22:00:00,8,1,22,1664,"29,8",75,"1,4",1609,"24,8",0,0,0
2018-07-08 23:00:00,8,1,23,1136,"29,5",78,"1,4",1469,"25,2",0,0,0
2018-07-09 00:00:00,9,2,0,556,"21,3",82,"3,5",1933,18,0,1,0
2018-07-09 01:00:00,9,2,1,345,"21,6",77,"2,6",1777,"17,3",0,0,0
2018-07-09 02:00:00,9,2,2,259,"21,3",76,"2,2",1559,"16,8",0,"0,5",0
2018-07-09 03:00:00,9,2,3,259,"21,1",75,"1,8",1551,"16,4",0,0,0
2018-07-09 04:00:00,9,2,4,185,"20,8",66,"1,5",1719,"14,2",0,0,0
2018-07-09 05:00:00,9,2,5,247,"20,5",67,"1,2",1649,"14,1",0,0,0
2018-07-09 06:00:00,9,2,6,624,"20,2",70,"1,6",1690,"14,5",0,0,0
2018-07-09 07:00:00,9,2,7,1346,"20,3",74,"1,8",1372,"15,5","0,07",0,0
2018-07-09 08:00:00,9,2,8,2260,"20,5",78,"2,5",1250,"16,5","0,32",0,0
2018-07-09 09:00:00,9,2,9,1194,"21,3",63,"2,7",1969,"13,9","1,15",0,0
2018-07-09 10:00:00,9,2,10,896,"22,6",58,"1,8",1962,"13,9","2,02",0,0
2018-07-09 11:00:00,9,2,11,988,"23,8",51,"3,5",1970,13,"2,62",0,0
2018-07-09 12:00:00,9,2,12,1213,"24,2",50,"3,8",2000,"13,1","2,85",0,0
2018-07-09 13:00:00,9,2,13,1119,"24,3",50,"2,9",2000,"13,2","2,37",0,0
2018-07-09 14:00:00,9,2,14,1187,"25,2",43,"3,2",1981,"11,7","2,59",0,0
2018-07-09 15:00:00,9,2,15,1391,"24,7",44,"4,2",2000,"11,6","1,92",0,0
2018-07-09 16:00:00,9,2,16,1577,"25,2",39,"2,8",1987,"10,2","1,65",0,0
2018-07-09 17:00:00,9,2,17,2183,"24,5",37,"3,2",2000,"8,8","1,04",0,0
2018-07-09 18:00:00,9,2,18,3154,"24,4",34,"2,4",2000,"7,5","0,84",0,0
2018-07-09 19:00:00,9,2,19,2365,"22,6",39,"2,8",2000,"7,9","0,14",0,0
2018-07-09 20:00:00,9,2,20,1959,"21,6",43,"1,4",2000,"8,4",0,0,0
2018-07-09 21:00:00,9,2,21,1915,"20,6",48,"2,1",2000,"9,1",0,0,0
2018-07-09 22:00:00,9,2,22,1796,"19,8",51,"1,2",2000,"9,3",0,0,0
2018-07-09 23:00:00,9,2,23,1363,"19,4",50,"2,8",2000,"8,6",0,0,0
2018-07-10 00:00:00,10,3,0,1049,"16,3",86,"0,3",2000,"13,9",0,0,0
2018-07-10 01:00:00,10,3,1,768,16,88,"1,2",2000,14,0,0,0
2018-07-10 02:00:00,10,3,2,538,"15,7",88,"0,4",2000,"13,7",0,0,0
2018-07-10 03:00:00,10,3,3,372,"15,5",88,"1,7",1998,"13,5",0,0,0
2018-07-10 04:00:00,10,3,4,255,"15,1",90,"1,2",850,"13,4",0,0,0
2018-07-10 05:00:00,10,3,5,146,"15,1",89,"1,1",1615,"13,2",0,0,0
2018-07-10 06:00:00,10,3,6,189,"14,8",89,"0,2",1490,"12,9",0,0,0
2018-07-10 07:00:00,10,3,7,345,"14,3",89,"0,6",1165,"12,5","0,03",0,0
2018-07-10 08:00:00,10,3,8,589,"14,6",71,1,1896,"9,3","0,43",0,0
2018-07-10 09:00:00,10,3,9,753,"16,2",60,"1,9",1899,"8,4","1,16",0,0
2018-07-10 10:00:00,10,3,10,932,"18,1",56,"2,6",1720,"9,1","1,79",0,0
2018-07-10 11:00:00,10,3,11,1188,"19,1",56,"2,4",1802,"10,1","2,15",0,0
2018-07-10 12:00:00,10,3,12,1516,"19,8",46,"2,5",1837,"7,8","2,3",0,0
2018-07-10 13:00:00,10,3,13,1714,"20,1",41,3,1963,"6,4","2,34",0,0
2018-07-10 14:00:00,10,3,14,1987,"20,2",42,"2,8",1832,"6,8","1,87",0,0
2018-07-10 15:00:00,10,3,15,2167,"20,4",36,"2,8",2000,"4,8","1,56",0,0
2018-07-10 16:00:00,10,3,16,2270,"20,7",34,2,2000,"4,2","1,23",0,0
2018-07-10 17:00:00,10,3,17,2255,"19,4",32,"3,2",2000,"2,2","0,63",0,0
2018-07-10 18:00:00,10,3,18,2069,"17,9",29,"2,8",2000,"-0,4","0,16",0,0
2018-07-10 19:00:00,10,3,19,1608,"16,6",36,"1,4",2000,"1,4",0,0,0
2018-07-10 20:00:00,10,3,20,1519,"15,5",37,"1,9",2000,"0,8",0,0,0
2018-07-10 21:00:00,10,3,21,1385,"14,4",36,1,2000,"-0,5",0,0,0
2018-07-10 22:00:00,10,3,22,1160,"13,6",38,"1,5",2000,"-0,4",0,0,0
2018-07-10 23:00:00,10,3,23,840,"12,9",38,"1,5",2000,"-1,1",0,0,0
2018-07-11 00:00:00,11,4,0,639,"11,9",74,"1,6",287,"7,4",0,0,0
2018-07-11 01:00:00,11,4,1,410,"11,9",76,"1,4",286,"7,7",0,0,0
2018-07-11 02:00:00,11,4,2,136,12,81,"1,3",295,"8,8",0,0,0
2018-07-11 03:00:00,11,4,3,40,"10,8",88,1,145,"8,8",0,"0,5",0
2018-07-11 04:00:00,11,4,4,47,"10,6",95,"0,7",94,"9,8",0,0,0
2018-07-11 05:00:00,11,4,5,71,"11,1",95,"0,2",117,"10,3",0,0,0
2018-07-11 06:00:00,11,4,6,194,11,91,1,124,"9,5",0,1,0
2018-07-11 07:00:00,11,4,7,526,"10,8",91,"1,3",216,"9,3",0,0,0
2018-07-11 08:00:00,11,4,8,1171,"11,3",89,"1,1",279,"9,5","0,01",0,0
2018-07-11 09:00:00,11,4,9,740,"11,2",86,1,372,"8,9","0,09","0,5",0
2018-07-11 10:00:00,11,4,10,555,"11,9",84,"0,9",482,"9,2","0,2",0,0
2018-07-11 11:00:00,11,4,11,608,"12,4",82,"0,6",507,"9,4","0,34",0,0
2018-07-11 12:00:00,11,4,12,697,"13,2",77,"1,3",589,"9,2","0,5",0,0
2018-07-11 13:00:00,11,4,13,798,"14,5",74,"1,3",610,"9,9","0,75",0,0
2018-07-11 14:00:00,11,4,14,767,"15,5",68,"1,4",693,"9,6","1,15",0,0
2018-07-11 15:00:00,11,4,15,848,"15,4",72,"1,1",608,"10,3","0,57",0,0
2018-07-11 16:00:00,11,4,16,834,"15,2",72,"1,2",625,"10,1","0,4",0,0
2018-07-11 17:00:00,11,4,17,1115,"14,9",73,"0,9",854,10,"0,04",0,0
2018-07-11 18:00:00,11,4,18,1347,"14,4",77,1,912,"10,4",0,0,0
2018-07-11 19:00:00,11,4,19,1176,"13,8",81,"1,5",760,"10,5",0,0,0
2018-07-11 20:00:00,11,4,20,1062,"13,3",77,"1,6",833,"9,3",0,0,0
2018-07-11 21:00:00,11,4,21,1062,"13,5",75,"0,8",1275,"9,1",0,0,0
2018-07-11 22:00:00,11,4,22,1003,"13,2",74,"1,4",1407,"8,6",0,0,0
2018-07-11 23:00:00,11,4,23,679,"12,9",72,"1,4",2000,"7,9",0,0,0
2018-07-13 00:00:00,13,6,0,1006,"25,1",87,"0,4",1800,"22,7",0,0,0
2018-07-13 01:00:00,13,6,1,760,"24,8",89,"0,9",1555,"22,8",0,0,0
2018-07-13 02:00:00,13,6,2,600,"24,9",86,"1,3",1469,"22,3",0,0,0
2018-07-13 03:00:00,13,6,3,377,"24,9",86,2,1079,"22,3",0,0,0
2018-07-13 04:00:00,13,6,4,241,"24,8",86,"2,1",1103,"22,2",0,0,0
2018-07-13 05:00:00,13,6,5,301,"24,8",84,"1,4",1303,"21,9",0,0,0
2018-07-13 06:00:00,13,6,6,665,"24,8",84,"1,1",1426,"21,9",0,0,0
2018-07-13 07:00:00,13,6,7,1321,25,83,1,1350,"21,9","0,13",0,0
2018-07-13 08:00:00,13,6,8,2114,"25,5",80,"1,8",1402,"21,7","0,37",0,0
2018-07-13 09:00:00,13,6,9,1240,"26,6",73,"2,2",1147,"21,3","1,01",0,0
2018-07-13 10:00:00,13,6,10,836,"27,4",70,"2,4",1335,"21,4","1,28",0,0
2018-07-13 11:00:00,13,6,11,887,"27,5",70,"2,4",1719,"21,5","1,07",0,0
2018-07-13 12:00:00,13,6,12,1013,"28,3",68,"1,9",1546,"21,8","1,35",0,0
2018-07-13 13:00:00,13,6,13,1046,"28,9",68,"2,8",1934,"22,3","1,55",0,0
2018-07-13 14:00:00,13,6,14,999,"29,5",62,"2,7",1941,"21,4","1,79",0,0
2018-07-13 15:00:00,13,6,15,1094,"30,2",62,"2,4",1806,"22,1","1,91",0,0
2018-07-13 16:00:00,13,6,16,1291,30,67,2,1698,"23,1","1,46",0,0
2018-07-13 17:00:00,13,6,17,1782,"30,1",65,"1,8",1923,"22,7","1,36",0,0
2018-07-13 18:00:00,13,6,18,2884,"30,8",60,"2,5",1793,"22,1","1,43",0,0
2018-07-13 19:00:00,13,6,19,2320,"29,8",68,"2,6",1749,"23,2","0,81",0,0
2018-07-13 20:00:00,13,6,20,2069,"28,2",76,"2,2",1888,"23,5","0,08",0,0
2018-07-13 21:00:00,13,6,21,1924,"27,2",80,"2,3",1870,"23,4",0,0,0
2018-07-13 22:00:00,13,6,22,1879,"26,7",82,"1,3",1725,"23,3",0,0,0
2018-07-13 23:00:00,13,6,23,1439,"26,2",84,1,1646,"23,2",0,0,0
2018-07-14 00:00:00,14,7,0,1169,"25,7",85,"0,4",1519,"22,9",0,0,0
2018-07-14 01:00:00,14,7,1,1062,"25,4",85,"1,4",1663,"22,6",0,0,0
2018-07-14 02:00:00,14,7,2,783,"25,3",85,"1,7",1594,"22,5",0,0,0
2018-07-14 03:00:00,14,7,3,545,"25,2",83,"1,1",1835,22,0,0,0
2018-07-14 04:00:00,14,7,4,307,"25,1",82,"1,5",1336,"21,8",0,0,0
2018-07-14 05:00:00,14,7,5,266,"24,8",86,"1,6",1170,"22,2",0,0,0
2018-07-14 06:00:00,14,7,6,356,"24,6",86,"0,4",1119,22,"0,02",0,0
2018-07-14 07:00:00,14,7,7,537,"24,9",81,"0,3",1289,"21,4","0,24",0,0
2018-07-14 08:00:00,14,7,8,787,"26,1",74,"0,7",1254,21,"0,87",0,0
2018-07-14 09:00:00,14,7,9,909,27,70,"1,1",1393,21,"1,15",0,0
2018-07-14 10:00:00,14,7,10,910,"27,8",68,"2,1",1490,"21,3","1,29",0,0
2018-07-14 11:00:00,14,7,11,945,29,65,2,1642,"21,7","2,22",0,0
2018-07-14 12:00:00,14,7,12,1039,"30,2",58,"2,3",1359,21,"2,64",0,0
2018-07-14 13:00:00,14,7,13,1078,"30,7",59,"2,3",1534,"21,7","2,67",0,0
2018-07-14 14:00:00,14,7,14,1038,"30,7",59,"2,9",1612,"21,7","2,05",0,0
2018-07-14 15:00:00,14,7,15,1058,"31,1",59,"2,3",1929,"22,1","2,34",0,0
2018-07-14 16:00:00,14,7,16,1177,"31,7",55,"2,3",1895,"21,5","2,16",0,0
2018-07-14 17:00:00,14,7,17,1433,"31,5",53,"3,7",1974,"20,7","2,02",0,0
2018-07-14 18:00:00,14,7,18,1624,"31,1",55,"2,2",1897,"20,9","1,05",0,0
2018-07-14 19:00:00,14,7,19,1797,"30,4",59,"2,4",1972,"21,4","0,69",0,0
2018-07-14 20:00:00,14,7,20,2023,"29,2",63,"1,7",1988,"21,4","0,1",0,0
2018-07-14 21:00:00,14,7,21,2011,"28,2",64,"2,8",2000,"20,7",0,0,0
2018-07-14 22:00:00,14,7,22,1682,"27,6",70,"2,7",1994,"21,6",0,0,0
2018-07-14 23:00:00,14,7,23,1278,"26,6",80,2,1527,"22,8",0,0,0
2018-07-15 00:00:00,15,1,0,1143,26,82,"1,9",1674,"22,6",0,0,0
2018-07-15 01:00:00,15,1,1,868,"25,5",83,"2,3",1576,"22,3",0,0,0
2018-07-15 02:00:00,15,1,2,632,"25,1",85,"1,1",1379,"22,3",0,0,0
2018-07-15 03:00:00,15,1,3,443,"24,8",86,"0,2",1354,"22,2",0,0,0
2018-07-15 04:00:00,15,1,4,278,"24,6",86,"0,1",1358,22,0,0,0
2018-07-15 05:00:00,15,1,5,223,"24,5",85,"0,7",1345,"21,8",0,0,0
2018-07-15 06:00:00,15,1,6,292,"24,8",83,"0,2",1534,"21,7","0,02",0,0
2018-07-15 07:00:00,15,1,7,402,"25,2",80,"0,2",1551,"21,4","0,18",0,0
2018-07-15 08:00:00,15,1,8,613,"26,2",75,"0,9",1560,"21,4","0,77",0,0
2018-07-15 09:00:00,15,1,9,715,27,71,1,1518,"21,2","0,97",0,0
2018-07-15 10:00:00,15,1,10,701,"28,5",66,"1,7",1319,"21,5","1,83",0,0
2018-07-15 11:00:00,15,1,11,712,"28,7",64,"1,3",1332,"21,2","1,53",0,0
2018-07-15 12:00:00,15,1,12,803,"30,1",58,"1,6",1491,"20,9","2,15",0,0
2018-07-15 13:00:00,15,1,13,810,"31,4",53,"3,2",1695,"20,6","3,28",0,0
2018-07-15 14:00:00,15,1,14,822,"32,4",50,2,1735,"20,6","3,13",0,0
2018-07-15 15:00:00,15,1,15,946,"32,9",49,"2,6",1631,"20,7","2,81",0,0
2018-07-15 16:00:00,15,1,16,1125,"32,8",52,3,1803,"21,6","2,28",0,0
2018-07-15 17:00:00,15,1,17,1247,"32,7",52,3,1872,"21,5","1,96",0,0
2018-07-15 18:00:00,15,1,18,1466,"32,2",55,"2,4",1769,22,"1,28",0,0
2018-07-15 19:00:00,15,1,19,1847,"31,2",62,"2,1",1852,23,"0,63",0,0
2018-07-15 20:00:00,15,1,20,2058,"29,2",72,"2,1",1932,"23,6","0,09",0,0
2018-07-15 21:00:00,15,1,21,1924,"28,1",74,"3,1",1840,23,0,0,0
2018-07-15 22:00:00,15,1,22,1607,"27,5",77,"0,9",1778,23,0,0,0
2018-07-15 23:00:00,15,1,23,1113,27,78,"1,6",1609,"22,8",0,0,0
2018-07-16 00:00:00,16,2,0,732,"26,5",81,"0,9",1650,"22,9",0,0,0
2018-07-16 01:00:00,16,2,1,498,"25,9",83,"1,3",1520,"22,7",0,0,0
2018-07-16 02:00:00,16,2,2,469,"25,4",84,"0,6",1340,"22,4",0,0,0
2018-07-16 03:00:00,16,2,3,276,"25,1",85,"0,7",1507,"22,3",0,0,0
2018-07-16 04:00:00,16,2,4,211,"24,6",84,"0,7",1373,"21,7",0,0,0
2018-07-16 05:00:00,16,2,5,324,"24,3",85,1,1496,"21,6",0,0,0
2018-07-16 06:00:00,16,2,6,703,24,85,"0,9",1569,"21,3","0,02",0,0
2018-07-16 07:00:00,16,2,7,1344,"24,5",73,"0,9",1901,"19,3","0,36",0,0
2018-07-16 08:00:00,16,2,8,1935,"26,4",69,"0,5",1559,"20,2","1,09",0,0
2018-07-16 09:00:00,16,2,9,1014,28,64,1,1682,"20,5","1,35",0,0
